article_sku;category_name;foreign_key_sql
990684483;All Runner Rugs;(SELECT uuid FROM subcategory WHERE category_name='All Runner Rugs')
212660235;Mens Polo Shirts;(SELECT uuid FROM subcategory WHERE category_name='Mens Polo Shirts')
1597065973;Block Heels;(SELECT uuid FROM subcategory WHERE category_name='Block Heels')
5753146161;Mens Body Wash;(SELECT uuid FROM subcategory WHERE category_name='Mens Body Wash')
5075840147;All Runner Rugs;(SELECT uuid FROM subcategory WHERE category_name='All Runner Rugs')
931121091;No Pull Dog Harnesses;(SELECT uuid FROM subcategory WHERE category_name='No Pull Dog Harnesses')
5150469476;Gray Dressers;(SELECT uuid FROM subcategory WHERE category_name='Gray Dressers')
2017664333;Yellow Paint;(SELECT uuid FROM subcategory WHERE category_name='Yellow Paint')
269604557;Mens Work Uniforms;(SELECT uuid FROM subcategory WHERE category_name='Mens Work Uniforms')
5106616318;Fruit of the Loom Boxer Briefs;(SELECT uuid FROM subcategory WHERE category_name='Fruit of the Loom Boxer Briefs')
2894174795;Beige Paint;(SELECT uuid FROM subcategory WHERE category_name='Beige Paint')
948010527;Mens Sweatpants;(SELECT uuid FROM subcategory WHERE category_name='Mens Sweatpants')
5184785010;Womens Workwear Sweaters;(SELECT uuid FROM subcategory WHERE category_name='Womens Workwear Sweaters')
170712762;Underwire Bras;(SELECT uuid FROM subcategory WHERE category_name='Underwire Bras')
245581709;Halloween Themed Clothing;(SELECT uuid FROM subcategory WHERE category_name='Halloween Themed Clothing')
5273430664;Bralettes;(SELECT uuid FROM subcategory WHERE category_name='Bralettes')
328244696;Boxed christmas chocolate;(SELECT uuid FROM subcategory WHERE category_name='Boxed christmas chocolate')
978644343;Plus Size Jeans;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Jeans')
5498678230;Desk Chairs;(SELECT uuid FROM subcategory WHERE category_name='Desk Chairs')
22211125;All Makeup;(SELECT uuid FROM subcategory WHERE category_name='All Makeup')
389619195;All Runner Rugs;(SELECT uuid FROM subcategory WHERE category_name='All Runner Rugs')
1561196134;Plus Size Tops;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Tops')
6126862324;Twin Sheets;(SELECT uuid FROM subcategory WHERE category_name='Twin Sheets')
234175198;Colored Sheets;(SELECT uuid FROM subcategory WHERE category_name='Colored Sheets')
618032539;All Vitamins & Supplements;(SELECT uuid FROM subcategory WHERE category_name='All Vitamins & Supplements')
1186578586;Air Car Seat Cushions;(SELECT uuid FROM subcategory WHERE category_name='Air Car Seat Cushions')
156662195;Mens Workout Shirts;(SELECT uuid FROM subcategory WHERE category_name='Mens Workout Shirts')
126699313;All Dog Food;(SELECT uuid FROM subcategory WHERE category_name='All Dog Food')
5443849113;Plus Size Tops;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Tops')
775961150;Mens Casual Button Down Shirts;(SELECT uuid FROM subcategory WHERE category_name='Mens Casual Button Down Shirts')
166233692;Underwire Bras;(SELECT uuid FROM subcategory WHERE category_name='Underwire Bras')
5211726888;Mens Casual Sneakers;(SELECT uuid FROM subcategory WHERE category_name='Mens Casual Sneakers')
637751827;Only at Walmart Diet and Lifestyle;(SELECT uuid FROM subcategory WHERE category_name='Only at Walmart Diet and Lifestyle')
391816176;Womens Casual Shoes;(SELECT uuid FROM subcategory WHERE category_name='Womens Casual Shoes')
5741991357;Plus Size Dresses;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Dresses')
3977837776;Boys Swim Trunks;(SELECT uuid FROM subcategory WHERE category_name='Boys Swim Trunks')
5383710772;Baby Girls Swimsuit Cover-ups;(SELECT uuid FROM subcategory WHERE category_name='Baby Girls Swimsuit Cover-ups')
996202291;All Dog Kennels;(SELECT uuid FROM subcategory WHERE category_name='All Dog Kennels')
1834325590;Womens Pajama Sets;(SELECT uuid FROM subcategory WHERE category_name='Womens Pajama Sets')
46068414;Premium Hair Styling Products;(SELECT uuid FROM subcategory WHERE category_name='Premium Hair Styling Products')
3051626681;Plus Size Tops;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Tops')
882636216;Kitchen Rugs;(SELECT uuid FROM subcategory WHERE category_name='Kitchen Rugs')
2503512087;Womens Panties;(SELECT uuid FROM subcategory WHERE category_name='Womens Panties')
3569966086;Plastic Outdoor Rugs;(SELECT uuid FROM subcategory WHERE category_name='Plastic Outdoor Rugs')
1615356970;Womens Shorts;(SELECT uuid FROM subcategory WHERE category_name='Womens Shorts')
1517101893;Womens Pants;(SELECT uuid FROM subcategory WHERE category_name='Womens Pants')
786961428;Girls Pajama Sets;(SELECT uuid FROM subcategory WHERE category_name='Girls Pajama Sets')
1786660054;Womens Workwear Blouses;(SELECT uuid FROM subcategory WHERE category_name='Womens Workwear Blouses')
227252556;Depend for Women;(SELECT uuid FROM subcategory WHERE category_name='Depend for Women')
5292671987;Queen Beds;(SELECT uuid FROM subcategory WHERE category_name='Queen Beds')
6494751477;Womens Tops;(SELECT uuid FROM subcategory WHERE category_name='Womens Tops')
453089336;Arthritis pain relief;(SELECT uuid FROM subcategory WHERE category_name='Arthritis pain relief')
529767263;Mens Regular Fit Jeans;(SELECT uuid FROM subcategory WHERE category_name='Mens Regular Fit Jeans')
362341632;Oral Care Accessories;(SELECT uuid FROM subcategory WHERE category_name='Oral Care Accessories')
432928663;Wireless Bras;(SELECT uuid FROM subcategory WHERE category_name='Wireless Bras')
1267967836;Metal Bed Frames;(SELECT uuid FROM subcategory WHERE category_name='Metal Bed Frames')
189455189;Grains;(SELECT uuid FROM subcategory WHERE category_name='Grains')
284718781;White Scrubs;(SELECT uuid FROM subcategory WHERE category_name='White Scrubs')
887305646;Hot Cereal & Grits;(SELECT uuid FROM subcategory WHERE category_name='Hot Cereal & Grits')
1612728569;Cooling Sheets;(SELECT uuid FROM subcategory WHERE category_name='Cooling Sheets')
2785607950;White Sheets;(SELECT uuid FROM subcategory WHERE category_name='White Sheets')
152355819;Mens Robes;(SELECT uuid FROM subcategory WHERE category_name='Mens Robes')
2155265261;Colored Sheets;(SELECT uuid FROM subcategory WHERE category_name='Colored Sheets')
5323625259;Mens Casual Button Down Shirts;(SELECT uuid FROM subcategory WHERE category_name='Mens Casual Button Down Shirts')
690394981;Womens Dresses;(SELECT uuid FROM subcategory WHERE category_name='Womens Dresses')
569572519;Low Support;(SELECT uuid FROM subcategory WHERE category_name='Low Support')
1516694163;Low Support;(SELECT uuid FROM subcategory WHERE category_name='Low Support')
5606778747;Womens Pants;(SELECT uuid FROM subcategory WHERE category_name='Womens Pants')
390197017;Toddler Bedding Sets & Sheets;(SELECT uuid FROM subcategory WHERE category_name='Toddler Bedding Sets & Sheets')
3198736704;White Sheets;(SELECT uuid FROM subcategory WHERE category_name='White Sheets')
3402143185;Shop All Top-Rated Beauty;(SELECT uuid FROM subcategory WHERE category_name='Shop All Top-Rated Beauty')
5449602367;Mens Casual Button Down Shirts;(SELECT uuid FROM subcategory WHERE category_name='Mens Casual Button Down Shirts')
2430292245;Cooling Sheets;(SELECT uuid FROM subcategory WHERE category_name='Cooling Sheets')
5276023004;Hipsters;(SELECT uuid FROM subcategory WHERE category_name='Hipsters')
2006631791;Girls T Shirts;(SELECT uuid FROM subcategory WHERE category_name='Girls T Shirts')
2211422215;Baby Girls Clothing;(SELECT uuid FROM subcategory WHERE category_name='Baby Girls Clothing')
5333084803;Mens Casual Button Down Shirts;(SELECT uuid FROM subcategory WHERE category_name='Mens Casual Button Down Shirts')
2251005192;Plus Size Dresses;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Dresses')
124194662;Lingerie Sets;(SELECT uuid FROM subcategory WHERE category_name='Lingerie Sets')
1511750291;Bed Skirts;(SELECT uuid FROM subcategory WHERE category_name='Bed Skirts')
5802524271;Womens Pants;(SELECT uuid FROM subcategory WHERE category_name='Womens Pants')
5182915849;Mens Boxer Briefs;(SELECT uuid FROM subcategory WHERE category_name='Mens Boxer Briefs')
963319137;Pajama Bottoms;(SELECT uuid FROM subcategory WHERE category_name='Pajama Bottoms')
952556801;Dinnerware & Serving Storage;(SELECT uuid FROM subcategory WHERE category_name='Dinnerware & Serving Storage')
25519827;Premium Cologne for Men;(SELECT uuid FROM subcategory WHERE category_name='Premium Cologne for Men')
643943322;Pajama Bottoms;(SELECT uuid FROM subcategory WHERE category_name='Pajama Bottoms')
1891114442;Girls Dresses;(SELECT uuid FROM subcategory WHERE category_name='Girls Dresses')
668480724;Bedding Sets;(SELECT uuid FROM subcategory WHERE category_name='Bedding Sets')
468030044;Plus Size Jeans;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Jeans')
789503917;DreamBone;(SELECT uuid FROM subcategory WHERE category_name='DreamBone')
299112609;Water Flavoring;(SELECT uuid FROM subcategory WHERE category_name='Water Flavoring')
5491200472;Snack Bars;(SELECT uuid FROM subcategory WHERE category_name='Snack Bars')
3332740914;Plus Size Tunic Tops;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Tunic Tops')
1727244137;Heating Mattress toppers;(SELECT uuid FROM subcategory WHERE category_name='Heating Mattress toppers')
788450043;Pajama Bottoms;(SELECT uuid FROM subcategory WHERE category_name='Pajama Bottoms')
310097871;Juniors Jeans;(SELECT uuid FROM subcategory WHERE category_name='Juniors Jeans')
5108346618;King Beds;(SELECT uuid FROM subcategory WHERE category_name='King Beds')
1469896755;Tshirts for Women;(SELECT uuid FROM subcategory WHERE category_name='Tshirts for Women')
2166765925;Womens Workwear Pants;(SELECT uuid FROM subcategory WHERE category_name='Womens Workwear Pants')
3400466863;Plus Size Jeans;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Jeans')
958386224;Womens Slip on Sneakers;(SELECT uuid FROM subcategory WHERE category_name='Womens Slip on Sneakers')
14123516;Pantry staples;(SELECT uuid FROM subcategory WHERE category_name='Pantry staples')
1638119585;Colored Sheets;(SELECT uuid FROM subcategory WHERE category_name='Colored Sheets')
3408509128;Deep Conditioner;(SELECT uuid FROM subcategory WHERE category_name='Deep Conditioner')
306465658;Medium Roast Coffee;(SELECT uuid FROM subcategory WHERE category_name='Medium Roast Coffee')
546469522;Juniors Rompers & Jumpsuits;(SELECT uuid FROM subcategory WHERE category_name='Juniors Rompers & Jumpsuits')
2969593587;Womens Panties;(SELECT uuid FROM subcategory WHERE category_name='Womens Panties')
654199125;Womens One-piece Swimsuits;(SELECT uuid FROM subcategory WHERE category_name='Womens One-piece Swimsuits')
2544735639;Bed In A Bag;(SELECT uuid FROM subcategory WHERE category_name='Bed In A Bag')
537359758;Womens Booties;(SELECT uuid FROM subcategory WHERE category_name='Womens Booties')
254849903;Colored Sheets;(SELECT uuid FROM subcategory WHERE category_name='Colored Sheets')
871349337;Size 4 Diapers;(SELECT uuid FROM subcategory WHERE category_name='Size 4 Diapers')
10308385;Seasoning mixes & blends;(SELECT uuid FROM subcategory WHERE category_name='Seasoning mixes & blends')
1336755092;Trading Card Binders & Sleeves;(SELECT uuid FROM subcategory WHERE category_name='Trading Card Binders & Sleeves')
393101003;Mens Styling Products;(SELECT uuid FROM subcategory WHERE category_name='Mens Styling Products')
790279534;Plus Size Activewear;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Activewear')
372849596;Bathroom Sets;(SELECT uuid FROM subcategory WHERE category_name='Bathroom Sets')
5070152382;Womens Footbed Sandals;(SELECT uuid FROM subcategory WHERE category_name='Womens Footbed Sandals')
514417561;Boys Athletic Shoes;(SELECT uuid FROM subcategory WHERE category_name='Boys Athletic Shoes')
2547269854;Cat Litter Mats;(SELECT uuid FROM subcategory WHERE category_name='Cat Litter Mats')
302630622;Womens Shoes;(SELECT uuid FROM subcategory WHERE category_name='Womens Shoes')
5205925876;Womens Cropped Jeans;(SELECT uuid FROM subcategory WHERE category_name='Womens Cropped Jeans')
5178800099;Canopies;(SELECT uuid FROM subcategory WHERE category_name='Canopies')
24190989;All Cat Food;(SELECT uuid FROM subcategory WHERE category_name='All Cat Food')
354688867;Desk Chairs;(SELECT uuid FROM subcategory WHERE category_name='Desk Chairs')
5090851666;Reebok Mens Shoes;(SELECT uuid FROM subcategory WHERE category_name='Reebok Mens Shoes')
634290741;Big and Tall Polo Shirts;(SELECT uuid FROM subcategory WHERE category_name='Big and Tall Polo Shirts')
971135787;Womens Bootie Slippers;(SELECT uuid FROM subcategory WHERE category_name='Womens Bootie Slippers')
3926647654;Plus Size Tops;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Tops')
5016880831;Womens Sweatshirts & Hoodies;(SELECT uuid FROM subcategory WHERE category_name='Womens Sweatshirts & Hoodies')
3423574153;All Dog Gates;(SELECT uuid FROM subcategory WHERE category_name='All Dog Gates')
5000566387;Plus Size Tops;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Tops')
3944381326;Plus Size Tops;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Tops')
638069385;Big and Tall Polo Shirts;(SELECT uuid FROM subcategory WHERE category_name='Big and Tall Polo Shirts')
5271677233;Womens Tank Tops;(SELECT uuid FROM subcategory WHERE category_name='Womens Tank Tops')
1954681481;Plus Size Tops;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Tops')
578943868;Womens Flip Flops;(SELECT uuid FROM subcategory WHERE category_name='Womens Flip Flops')
5662896790;Native Deodorant;(SELECT uuid FROM subcategory WHERE category_name='Native Deodorant')
5053396247;Womens Sweatshirts & Hoodies;(SELECT uuid FROM subcategory WHERE category_name='Womens Sweatshirts & Hoodies')
1184654530;Plus Size Pants;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Pants')
6925859211;Plus Size Pants;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Pants')
939136581;Plus Size Tops;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Tops')
640049137;Mens Athletic Shoes;(SELECT uuid FROM subcategory WHERE category_name='Mens Athletic Shoes')
232510830;Womens Over the Knee Boots;(SELECT uuid FROM subcategory WHERE category_name='Womens Over the Knee Boots')
587530794;King Mattresses;(SELECT uuid FROM subcategory WHERE category_name='King Mattresses')
910055282;Mineral Sunscreen;(SELECT uuid FROM subcategory WHERE category_name='Mineral Sunscreen')
717290810;Womens Dresses;(SELECT uuid FROM subcategory WHERE category_name='Womens Dresses')
5352569431;Wallets;(SELECT uuid FROM subcategory WHERE category_name='Wallets')
5045669548;Kids Quilts;(SELECT uuid FROM subcategory WHERE category_name='Kids Quilts')
2294150264;Womens Denim Overalls;(SELECT uuid FROM subcategory WHERE category_name='Womens Denim Overalls')
1549187083;Womens Casual Shoes;(SELECT uuid FROM subcategory WHERE category_name='Womens Casual Shoes')
736753147;New in peanut butter and spreads;(SELECT uuid FROM subcategory WHERE category_name='New in peanut butter and spreads')
283296798;Womens Casual Shoes;(SELECT uuid FROM subcategory WHERE category_name='Womens Casual Shoes')
5292666872;Colored Sheets;(SELECT uuid FROM subcategory WHERE category_name='Colored Sheets')
789911031;Whitening Toothpaste;(SELECT uuid FROM subcategory WHERE category_name='Whitening Toothpaste')
5287761425;Womens Tank Tops;(SELECT uuid FROM subcategory WHERE category_name='Womens Tank Tops')
904020893;Floor Decor;(SELECT uuid FROM subcategory WHERE category_name='Floor Decor')
225313738;Plus Size Tops;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Tops')
1560005587;Womens Plus Skirts;(SELECT uuid FROM subcategory WHERE category_name='Womens Plus Skirts')
301370849;Womens Plus Skirts;(SELECT uuid FROM subcategory WHERE category_name='Womens Plus Skirts')
5097979850;Couch Covers;(SELECT uuid FROM subcategory WHERE category_name='Couch Covers')
180450545;Womens Mid Calf Boots;(SELECT uuid FROM subcategory WHERE category_name='Womens Mid Calf Boots')
943189923;Baby Girls Clothing;(SELECT uuid FROM subcategory WHERE category_name='Baby Girls Clothing')
124061797;Boys Tshirts;(SELECT uuid FROM subcategory WHERE category_name='Boys Tshirts')
3483895520;For you Health & Beauty;(SELECT uuid FROM subcategory WHERE category_name='For you Health & Beauty')
1722962454;Party Dresses;(SELECT uuid FROM subcategory WHERE category_name='Party Dresses')
2484456235;Shop Curtains;(SELECT uuid FROM subcategory WHERE category_name='Shop Curtains')
859305074;Womens Plus Swimsuits;(SELECT uuid FROM subcategory WHERE category_name='Womens Plus Swimsuits')
1974609871;Casual Dresses;(SELECT uuid FROM subcategory WHERE category_name='Casual Dresses')
3280135427;Colored Sheets;(SELECT uuid FROM subcategory WHERE category_name='Colored Sheets')
1615288442;Womens Jumpsuits;(SELECT uuid FROM subcategory WHERE category_name='Womens Jumpsuits')
1540786817;Womens Jumpsuits;(SELECT uuid FROM subcategory WHERE category_name='Womens Jumpsuits')
2089818094;Colored Sheets;(SELECT uuid FROM subcategory WHERE category_name='Colored Sheets')
369367315;All Dog Dental Care;(SELECT uuid FROM subcategory WHERE category_name='All Dog Dental Care')
1215580783;Mens Workout Shorts;(SELECT uuid FROM subcategory WHERE category_name='Mens Workout Shorts')
1529931788;Casual Dresses;(SELECT uuid FROM subcategory WHERE category_name='Casual Dresses')
1184268274;Toddler Boys Swim Trunks;(SELECT uuid FROM subcategory WHERE category_name='Toddler Boys Swim Trunks')
2113674813;Black Curtains;(SELECT uuid FROM subcategory WHERE category_name='Black Curtains')
2389607103;Ready to heat soup;(SELECT uuid FROM subcategory WHERE category_name='Ready to heat soup')
1071546830;Party Dresses;(SELECT uuid FROM subcategory WHERE category_name='Party Dresses')
2005313526;Sateen Sheets;(SELECT uuid FROM subcategory WHERE category_name='Sateen Sheets')
2809076142;Shop Curtains;(SELECT uuid FROM subcategory WHERE category_name='Shop Curtains')
3069399905;Baby Girls Casual Dresses;(SELECT uuid FROM subcategory WHERE category_name='Baby Girls Casual Dresses')
5684704635;Anniversary Rings;(SELECT uuid FROM subcategory WHERE category_name='Anniversary Rings')
956751660;Wireless Bras;(SELECT uuid FROM subcategory WHERE category_name='Wireless Bras')
391028302;Shop All Fabric;(SELECT uuid FROM subcategory WHERE category_name='Shop All Fabric')
5264765893;Plus Size Sweaters;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Sweaters')
5318876832;Plus Size Pants;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Pants')
627797299;Outdoor Dog Beds;(SELECT uuid FROM subcategory WHERE category_name='Outdoor Dog Beds')
887578061;Womens Tank Tops;(SELECT uuid FROM subcategory WHERE category_name='Womens Tank Tops')
3808974443;Wireless Printers;(SELECT uuid FROM subcategory WHERE category_name='Wireless Printers')
242303426;Meal Replacements;(SELECT uuid FROM subcategory WHERE category_name='Meal Replacements')
1447301850;Reebok Womens Socks;(SELECT uuid FROM subcategory WHERE category_name='Reebok Womens Socks')
334681808;Womens Shoes;(SELECT uuid FROM subcategory WHERE category_name='Womens Shoes')
475973491;Mens Workout Shorts;(SELECT uuid FROM subcategory WHERE category_name='Mens Workout Shorts')
806310789;Womens Dresses;(SELECT uuid FROM subcategory WHERE category_name='Womens Dresses')
588404711;Womens Boyfriend Jeans;(SELECT uuid FROM subcategory WHERE category_name='Womens Boyfriend Jeans')
10291017;Pantry staples;(SELECT uuid FROM subcategory WHERE category_name='Pantry staples')
1825469871;Shop All Doormats;(SELECT uuid FROM subcategory WHERE category_name='Shop All Doormats')
5033822215;Colored Sheets;(SELECT uuid FROM subcategory WHERE category_name='Colored Sheets')
260485781;Memory Foam Mattresses;(SELECT uuid FROM subcategory WHERE category_name='Memory Foam Mattresses')
293568564;Juniors Blouses & Shirts;(SELECT uuid FROM subcategory WHERE category_name='Juniors Blouses & Shirts')
1649464157;Midi Dresses;(SELECT uuid FROM subcategory WHERE category_name='Midi Dresses')
2320713397;Womens Sweaters;(SELECT uuid FROM subcategory WHERE category_name='Womens Sweaters')
10321730;Condensed soup;(SELECT uuid FROM subcategory WHERE category_name='Condensed soup')
5075703391;Bed Blankets;(SELECT uuid FROM subcategory WHERE category_name='Bed Blankets')
5117551291;Kids Towels;(SELECT uuid FROM subcategory WHERE category_name='Kids Towels')
391736091;Outdoor Chaise Lounges;(SELECT uuid FROM subcategory WHERE category_name='Outdoor Chaise Lounges')
247655086;Quilt Sets;(SELECT uuid FROM subcategory WHERE category_name='Quilt Sets')
661900017;Mens Hoodies;(SELECT uuid FROM subcategory WHERE category_name='Mens Hoodies')
1995467623;Womens Water Shoes;(SELECT uuid FROM subcategory WHERE category_name='Womens Water Shoes')
5399113664;Young Adult Swimsuits;(SELECT uuid FROM subcategory WHERE category_name='Young Adult Swimsuits')
5255852824;Womens Tops;(SELECT uuid FROM subcategory WHERE category_name='Womens Tops')
5296247194;Young Adult Swimsuits;(SELECT uuid FROM subcategory WHERE category_name='Young Adult Swimsuits')
22374157;Static Guard;(SELECT uuid FROM subcategory WHERE category_name='Static Guard')
5062553620;Dry Mouth Mouthwash;(SELECT uuid FROM subcategory WHERE category_name='Dry Mouth Mouthwash')
5334053510;All Runner Rugs;(SELECT uuid FROM subcategory WHERE category_name='All Runner Rugs')
3329480014;Womens Sweaters;(SELECT uuid FROM subcategory WHERE category_name='Womens Sweaters')
5438189890;Baby Boys Dressy Outfit Sets;(SELECT uuid FROM subcategory WHERE category_name='Baby Boys Dressy Outfit Sets')
3139034210;Womens Sweaters;(SELECT uuid FROM subcategory WHERE category_name='Womens Sweaters')
411359040;All Makeup;(SELECT uuid FROM subcategory WHERE category_name='All Makeup')
430528189;Blackout Curtains;(SELECT uuid FROM subcategory WHERE category_name='Blackout Curtains')
2138573500;Shoe Racks;(SELECT uuid FROM subcategory WHERE category_name='Shoe Racks')
1323968162;Maternity T-Shirts;(SELECT uuid FROM subcategory WHERE category_name='Maternity T-Shirts')
1596170774;Womens Tops;(SELECT uuid FROM subcategory WHERE category_name='Womens Tops')
1094272697;Mens Workout Shorts;(SELECT uuid FROM subcategory WHERE category_name='Mens Workout Shorts')
680639889;Mens Workout Shirts;(SELECT uuid FROM subcategory WHERE category_name='Mens Workout Shirts')
141988874;Fruit of the Loom Mens T-Shirts;(SELECT uuid FROM subcategory WHERE category_name='Fruit of the Loom Mens T-Shirts')
5260989718;Womens Bucket Hats;(SELECT uuid FROM subcategory WHERE category_name='Womens Bucket Hats')
173530386;Eye Shadow Stick;(SELECT uuid FROM subcategory WHERE category_name='Eye Shadow Stick')
179112912;Beta Carotene;(SELECT uuid FROM subcategory WHERE category_name='Beta Carotene')
1808782059;Cooling Sheets;(SELECT uuid FROM subcategory WHERE category_name='Cooling Sheets')
2608501628;Cooling Sheets;(SELECT uuid FROM subcategory WHERE category_name='Cooling Sheets')
2716531748;Mens Shorts;(SELECT uuid FROM subcategory WHERE category_name='Mens Shorts')
1696601956;Cooling Sheets;(SELECT uuid FROM subcategory WHERE category_name='Cooling Sheets')
1578815246;Womens Pajama Sets;(SELECT uuid FROM subcategory WHERE category_name='Womens Pajama Sets')
507995811;Plus Size Tops;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Tops')
1766457787;Womens Shorts;(SELECT uuid FROM subcategory WHERE category_name='Womens Shorts')
5242746669;Shop all kids;(SELECT uuid FROM subcategory WHERE category_name='Shop all kids')
1923891914;Cooling Sheets;(SELECT uuid FROM subcategory WHERE category_name='Cooling Sheets')
615343705;Mens Tuxedos;(SELECT uuid FROM subcategory WHERE category_name='Mens Tuxedos')
751000864;Plus Size Tops;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Tops')
2296809880;Girls Birthday Outfits;(SELECT uuid FROM subcategory WHERE category_name='Girls Birthday Outfits')
1580280605;All Kids Costumes & Dress-Up;(SELECT uuid FROM subcategory WHERE category_name='All Kids Costumes & Dress-Up')
3155849704;Cooling Sheets;(SELECT uuid FROM subcategory WHERE category_name='Cooling Sheets')
894966089;Womens Espadrille Sandals;(SELECT uuid FROM subcategory WHERE category_name='Womens Espadrille Sandals')
2007056084;Cooling Sheets;(SELECT uuid FROM subcategory WHERE category_name='Cooling Sheets')
5580712192;Womens Footbed Sandals;(SELECT uuid FROM subcategory WHERE category_name='Womens Footbed Sandals')
5459864163;Girls Skirts and Scooters;(SELECT uuid FROM subcategory WHERE category_name='Girls Skirts and Scooters')
25997723;Premium Cologne for Men;(SELECT uuid FROM subcategory WHERE category_name='Premium Cologne for Men')
821774391;Womens Casual Shoes;(SELECT uuid FROM subcategory WHERE category_name='Womens Casual Shoes')
2178343909;Womens Blouses;(SELECT uuid FROM subcategory WHERE category_name='Womens Blouses')
141383946;Womens Tops;(SELECT uuid FROM subcategory WHERE category_name='Womens Tops')
46108209;Cleansing;(SELECT uuid FROM subcategory WHERE category_name='Cleansing')
5016845519;Plus Size Tops;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Tops')
990338209;All Halloween Candy;(SELECT uuid FROM subcategory WHERE category_name='All Halloween Candy')
663403068;All Halloween Candy;(SELECT uuid FROM subcategory WHERE category_name='All Halloween Candy')
5091583903;Bed Pillows;(SELECT uuid FROM subcategory WHERE category_name='Bed Pillows')
5439347407;Adult Electric Scooters;(SELECT uuid FROM subcategory WHERE category_name='Adult Electric Scooters')
885092913;Campbells;(SELECT uuid FROM subcategory WHERE category_name='Campbells')
707869062;Womens Flip Flops;(SELECT uuid FROM subcategory WHERE category_name='Womens Flip Flops')
716834839;Womens Blouses;(SELECT uuid FROM subcategory WHERE category_name='Womens Blouses')
5043424192;Young Adult Sweatshirts & Hoodies;(SELECT uuid FROM subcategory WHERE category_name='Young Adult Sweatshirts & Hoodies')
136966561;Underwire Bras;(SELECT uuid FROM subcategory WHERE category_name='Underwire Bras')
294612862;Boys Pajama Sets;(SELECT uuid FROM subcategory WHERE category_name='Boys Pajama Sets')
824154912;Plus Size Tshirts;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Tshirts')
908232424;Eyelash Enhancer;(SELECT uuid FROM subcategory WHERE category_name='Eyelash Enhancer')
35950141;Pets Subscription;(SELECT uuid FROM subcategory WHERE category_name='Pets Subscription')
1093743201;Bed Blankets;(SELECT uuid FROM subcategory WHERE category_name='Bed Blankets')
112580004;Boxed christmas chocolate;(SELECT uuid FROM subcategory WHERE category_name='Boxed christmas chocolate')
5263061952;Plus Size Dresses;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Dresses')
1317394371;Mens Sweatpants;(SELECT uuid FROM subcategory WHERE category_name='Mens Sweatpants')
5154946825;Fruit of the Loom Boxer Briefs;(SELECT uuid FROM subcategory WHERE category_name='Fruit of the Loom Boxer Briefs')
3046604016;9 Drawer Dressers;(SELECT uuid FROM subcategory WHERE category_name='9 Drawer Dressers')
1840696696;Womens Blouses;(SELECT uuid FROM subcategory WHERE category_name='Womens Blouses')
1674361964;Cardigans for Women;(SELECT uuid FROM subcategory WHERE category_name='Cardigans for Women')
5661609857;Auburn Hair Color;(SELECT uuid FROM subcategory WHERE category_name='Auburn Hair Color')
565404638;Desk Chairs;(SELECT uuid FROM subcategory WHERE category_name='Desk Chairs')
46280772;Hand Creams;(SELECT uuid FROM subcategory WHERE category_name='Hand Creams')
494669579;Wireless Bras;(SELECT uuid FROM subcategory WHERE category_name='Wireless Bras')
230846860;Shop All Teens Bedding;(SELECT uuid FROM subcategory WHERE category_name='Shop All Teens Bedding')
676413174;Boys Socks;(SELECT uuid FROM subcategory WHERE category_name='Boys Socks')
5201103967;Liquid Foundation;(SELECT uuid FROM subcategory WHERE category_name='Liquid Foundation')
482608909;Plus Size Activewear;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Activewear')
45091502;Shop Curtains;(SELECT uuid FROM subcategory WHERE category_name='Shop Curtains')
5155961106;Mens Pajama Sets;(SELECT uuid FROM subcategory WHERE category_name='Mens Pajama Sets')
5157204153;Mens Pajama Sets;(SELECT uuid FROM subcategory WHERE category_name='Mens Pajama Sets')
132075558;Medgear Scrubs;(SELECT uuid FROM subcategory WHERE category_name='Medgear Scrubs')
5267464734;Shop All Slow Cookers;(SELECT uuid FROM subcategory WHERE category_name='Shop All Slow Cookers')
